AutoNumber,NUMBER OF INDIVID,CollectionNumber,TYPE,NoOfPlantVouchers,Family_ID,Genus_ID,Species_Author,Morphospecies,Local_Name,Local_Name_Comments,LocalInformantName,LocalUse,Collector,DNAcutsShape,DNAcutsDryWeight,DNAcutsNumber,SLA_from_disks,DBH,Determined by,Determination date,Locality_Code,X_coordinate,Y_coordinate,Point,Angle,Dist,MeasurementCorner,subplot_column,subplot_row,Theta,Note,BA,CutdownDate,RecordedBy,GrowthForm,HostTreeNumber,PlantVouchersFruits,PlantVouchersFlowers,PlantVouchersLeaves,VoucherFertile,TrunkHeight,CrownHeight,CrownWidth,MatureLeafTotalWeight,MatureLeafSampleWetWeight,MatureLeafSampleDryWeight,MatureLeafNumberOfFrames,WholeTreeMatureLeafArea,NumberOfMatureLeavesInFrames,MatureLeafSampleAreaBeforeHerbivory,MatureLeafSampleAreaAfterHerbivory,SLA_ex_frames,YoungLeafTotalWeight,YoungLeafSampleWetWeight,YoungLeafSampleDryWeight,WholeTreeYoungLeafArea,YoungLeafNumberOfFrames,NumberOfYoungLeavesInFrame,YoungLeafSampleAreaBeforeHerbivory,YoungLeafSampleAreaAfterHerbivory,WoodSampleFreshWeight,WoodSampleDryWeight,WoodSampleVolume,TimberBaitAwet_wt,TimberBaitAdry_wt,TimberBaitBwet_wt,TimberBaitBdry_wt,TimberBaitCwet_wt,TimberBaitCdry_wt,NumberOfAntTermiteVials,NumberOfSpiderVials,TreeCavities,deadminesCAT001,deadminesCAT002,deadminesCAT003,deadminesCAT004,deadminesCAT005,deadminesCAT006,deadminesCAT007,deadminesCAT008,deadminesCAT009,deadminesCAT010,GeneralTreeDescription,ButtressesHeight,StiltRootsHeight,SpinesOrThorns,OuterBarkTexture-smooth,OuterBarkTexture-rough,OuterBarkTexture-flaky,OuterBarkTexture-lenticels,fissures-vertical,fissures-horizontal,fissures-broad,fissures-narrow,bark-black,bark-darkbrown,bark-brown,bark-lightbrown,bark-orange,bark-yellow,bark-red,bark-pink,bark-white,bark-cream,bark-grey,bark-green,cambium-black,cambium-darkbrown,cambium-brown,cambium-lightbrown,cambium-orange,cambium-yellow,cambium-red,cambium-pink,cambium-white,cambium-cream,cambium-grey,cambium-green,wood-black,wood-darkbrown,wood-brown,wood-lightbrown,wood-orange,wood-yellow,wood-red,wood-pink,wood-white,wood-cream,wood-grey,wood-green,exudate-absent,exudate-white,exudate-cream,exudate-yellow,exudate-orange,exudate-red,exudate-black,exudate-colorless,FernStipePersistence,FernStipeArrangement,FernStipeLength,FernFrondLength,FernLongest PinnaeLength,UpperFrondSurfaceTexture,UpperFrondSurfaceColor,LowerFrondSurfaceTexture,LowerFrondSurfaceColor,RhizomeSurfaceTexture,RhizomeSurfaceColor,EpiFernHeightMin,EpiFernHeightMax,EpiFernOrientation,comments,DNA samples sequenced,%Carbon,%Nitrogen,LAE_2013_set,fertile,sterile,bark-OTHER,cambium-OTHER,wood-OTHER,exudate-OTHER,BRU,sterile_MIN,Genus,species,Plantnetcode,
26727,1,YS1X3818,S,1,225,1308,3758,,karua,,Manghan Vitvit,stems used in garden fencing and in constuction of temporary shelters; firewood,"Weiblen, G. D.",disc,,10,,,,,,0,0,,,,,,,,,,9/8/2012,Joseph Valeba,shrub,,FALSE,FALSE,FALSE,FALSE,,,,2,32.7,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Piper,aduncum,Piper_aduncum,_
26730,1,YS1X3821,S,1,225,1308,9564,,kaip,,Manghan Vitvit,young leaves chewed with betelnut; stems used in temporary construction and as firewood,"Weiblen, G. D.",disc,,10,,,,,,0,0,,,,,,,,,,9/8/2012,Joseph Valeba,shrub,,FALSE,FALSE,FALSE,FALSE,,,,10,40,0,,,,,,,0.2,45.4,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Piper,recessum,Piper_recessum,_
26733,1,YS1X3824,S,1,290,1809,496,,alan,,Manghan Vitvit,timber; fencing; firewood; sap applied on hair to induce dreadlocks,"Weiblen, G. D.",disc,,10,,,,,,0,0,,,,,,,,,,9/8/2012,Joseph Valeba,small tree,,FALSE,FALSE,FALSE,FALSE,,,,3,28.6,0,,,,,,,0.21,39.7,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Trema,orientalis,Trema_orientalis,_
26734,1,YS1X3825,S,1,118,677,1065,,gau,,Manghan Vitvit,timber for fence construction,"Weiblen, G. D.",disc,,10,,,,,,0,0,,,,,,,,,,9/8/2012,Joseph Valeba,tree,,FALSE,FALSE,FALSE,TRUE,,,,4,42.9,0,,,,,,,0.51,40.8,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Homalanthus,novoguineensis,Homalanthus_novoguineensis,_
26784,1,YS1Y3743,S,12,27,252,1088,,waum,,Manghan Vitvit,,"Weiblen, G. D.",,,10,,,K. Molem,1/29/2014,,0,0,,,,,,,,,,9/1/2012,Joseph Valeba,shrub,,FALSE,FALSE,FALSE,TRUE,,,,24.5,31.3,0,,,,,,,0.496,28.8,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Erechtites,valerianifolia,Erechtites_valerianifolia,_
26786,1,YS1Y3745,S,3,158,1843,1134,,facfac; macnoc,,Manghan Vitvit,used as twine or rope in house and fence construction,"Weiblen, G. D.",disc,,10,,,H. Nowatuo,6/19/2013,,0,0,,,,,,,,,,9/1/2012,Joseph Valeba,climber,,FALSE,FALSE,FALSE,TRUE,,,,1,35.8,0,,,,,,,0.302,25.6,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Cissus,hypoglauca,Cissus_hypoglauca,_
26341,1,YS1Z3344,S,1,252,1541,3026,,goyat,,Hendrey Dii,,"Weiblen, G. D.",disc,,10,,,H. Nowatuo,7/3/2013,,0,0,,,,,,,,,,6/22/2012,Making.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,2.1,33.6,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,169,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Rubus,fraxinifolius,Rubus_fraxinifolius,_
26342,1,YS1Z3345,S,1,249,1510,957,,kopogap,,Hendrey Dii,timber for house framing and flooring,"Weiblen, G. D.",,,,,,H. Nawotuo,3/5/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,5,124.8,0,,,,,,,0.27,54.6,,,,,,,,,,,,,,,,,,FALSE,137,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Alphitonia,incana,Alphitonia_incana,_
26343,1,YS1Z3346,S,1,3,32,1477,,biombo,,Hendrey Dii,timber for house construction; fencing material,"Weiblen, G. D.",disc,,10,,,H. Nowatuo,2/20/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,,,FALSE,FALSE,FALSE,FALSE,,,,6.2,158.2,0,,,,,,,0.385,63.2,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Saurauia,poolei,Saurauia_poolei,_
26344,1,YS1Z3347,S,1,253,1578,9559,,kondo,,Hendrey Dii,"timber for house construction, fencing, sheds, and firewood; sap swallowed for scabies and other infections","Weiblen, G. D.",disc,,10,,,K. Molem,3/23/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,10.6,145.5,0,,,,,,,0.127,58.2,,,,,,,,,,,,,,,,,,FALSE,92,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Nauclea,tenuiflora,Nauclea_tenuiflora,_
26345,1,YS1Z3348,S,1,38,1799,306,,bakop,,Hendrey Dii,bark used as lashing for house and fencing construction; stems used as posts for house and fencing construction; firewood,"Weiblen, G. D.",,,,,,K. Molem,10/16/2013,,0,0,,,,,,,,,,6/29/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,0.53,72.2,0,,,,,,,0.072,17.4,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Trichospermum,pleiostigma,Trichospermum_pleiostigma,_
26347,1,YS1Z3350,S,1,225,1308,5460,,mokum; mogum,,Hendrey Dii,"stems used in garden fencing, constuction of temporary shelters, and to build garden terraces; firewood; leaves used to cover bamboo water containers and to impart an aroma to drinking water","Weiblen, G. D.",,,,,,H. Nowatuo,1/10/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,14,207.4,0,,,,,,,0.55,76.9,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Piper,gibbilimbum,Piper_gibbilimbum,_
26348,1,YS1Z3351,S,,118,677,6975,,kosondong,,Hendrey Dii,"timber for house, shed and fencing construction","Weiblen, G. D.",disc,,10,,,H. Nowatuo,1/10/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,10,134.5,0,,,,,,,0.01021,45.8,,,,,,,,,,,,,,,,,,FALSE,4,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Homalanthus,nervosus,Homalanthus_nervosus,_
26349,1,YS1Z3352,S,1,112,630,8416,,siviri,,Hendrey Dii,timber for house and fencing construction; bark used to prepare a treatment for sores,"Weiblen, G. D.",,,,,,H. Nowatuo,5/29/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,0.4,98.1,0,,,,,,,0.039,38,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Elaeocarpus,sphaericus,Elaeocarpus_sphaericus,_
26398,1,YS1Z3353,S,1,290,1809,496,,alan,,Hendrey Dii,timber; fencing; firewood; sap applied on hair to induce dreadlocks,"Weiblen, G. D.",,,,,,K. Molem,2/20/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,1.4,84.6,0,,,,,,,0.609,30.7,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Trema,orientalis,Trema_orientalis,_
26352,1,YS1Z3355,S,1,3,32,9437,,igot,,Hendrey Dii,construction material for small buildings; firewood,"Weiblen, G. D.",,,,,,H. Nowatuo,1/10/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,8,204.1,0,,,,,,,0.01209,70.4,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Saurauia,conferta,Saurauia_conferta,_
26353,1,YS1Z3356,S,1,199,1165,2120,,fadot,,Hendrey Dii,used in house construction and fencing; firewood,"Weiblen, G. D.",disc,,10,,,H. Nowatuo,1/9/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,1.1,156.7,0,,,,,,,0.177,62.4,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Schuurmansia,henningsii,Schuurmansia_henningsii,_
26354,1,YS1Z3357,S,1,112,630,5059,,koyo,,Mangan Vitvit,timber for house and fencing construction,"Weiblen, G. D.",,,,,,H. Nowatuo,1/10/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,0.4,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Elaeocarpus,dolichostylus,Elaeocarpus_dolichostylus,_
26355,1,YS1Z3358,S,1,32,302,5674,,uleule,,Hendrey Dii,flowers used as living decorations and are cultivated as ornamentals,"Weiblen, G. D.",,,,,,K. Molem,1/10/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,0.2,36.9,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Impatiens,hawkeri,Impatiens_hawkeri,_
26356,1,YS1Z3359,S,,283,1783,564,,otay; otec,,Hendrey Dii,edible,"Weiblen, G. D.",,,,,,K. Molem,2/27/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,20,69.8,0,,,,,,,0.365,33.1,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Sphaerostephanos,unitus,Sphaerostephanos_unitus,_
26357,1,YS1Z3360,S,1,88,528,4728,,kodilom,,Hendrey Dii,timber for house and shed construction; leaves are edible and used as cushions,"Weiblen, G. D.",,,,,,H. Nowatuo,2/27/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,0.4,97.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Cyathea,contaminans,Cyathea_contaminans,_
26358,1,YS1Z3361,S,1,112,632,5353,,komeroc,,Hendrey Dii,"timber for house, shed and fencing construction","Weiblen, G. D.",,,,,,H. Nowatuo,1/10/2013,,0,0,,,,,,,,,,6/22/2012,Maling.R,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,0.8,34.4,0,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Sloanea,forbesii,Sloanea_forbesii,_
26359,1,YS1Z3362,S,1,95,572,9625,,fikec fikec,,Hendrey Dii,"sap used to dye bark cloth, ropes, and string bags","Weiblen, G. D.",,,,,,H. Nowatuo,6/22/2013,,0,0,,,,,,,,,,6/22/2012,Maling,Low storey,,FALSE,FALSE,FALSE,FALSE,,,,3.5,107.9,0,,,,,,,0.168,36.1,,,,,,,,,,,,,,,,,,FALSE,,,,,,,,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,FALSE,,,,,FALSE,,Davallodes,novoguineensis,Davallodes_novoguineensis,_
