CollectionNumber,Locality_Code,DBH,X_coordinate,Y_coordinate,CutdownDate,GrowthForm,TrunkHeight,CrownHeight,CrownWidth,MatureLeafTotalWeight,YoungLeafTotalWeight,X.Carbon,X.Nitrogen,auto.BYHAND,WholeTreeMatureLeafArea,WholeTreeYoungLeafArea,MatureLeafSampleAreaBeforeHerbivory,MatureLeafSampleAreaAfterHerbivory,YoungLeafSampleAreaBeforeHerbivory,YoungLeafSampleAreaAfterHerbivory,MatureLeafSampleWetWeight,YoungLeafSampleWetWeight,comments,exudate.absent,exudate.white,exudate.cream,exudate.yellow,exudate.orange,exudate.red,exudate.black,exudate.colorless,OLD.NumberOfCaterpillarsDB,OLD.NumberLiveMinesDB,OLD.NumberDeadMinesDB,latex.absent,OLD.SLADB,OLD.Carbon,OLD.Nitrogen,SLA,isZ,Family_ID,Genus_ID,Species_ID,Species_AUTHOR,CorrTaxa2016,Morphospecies,auto.X.Carbon,auto.X.Nitrogen,auto.SLA,auto.latex,auto.YoungTotalFromSample,auto.MatureTotalFromSample,REMOVE.missCutdown,REMOVE.noLeafWeight,TotalLeafWeight,TotalLeafArea,TotalTreeHeight,YoungLeafHerbivory,MatureLeafHerbivory,auto.CrownHeight,auto.CrownHeight.no,auto.CrownHeight.rsq,auto.CrownWidth,auto.CrownWidth.no,auto.CrownWidth.rsq,auto.TrunkHeight,auto.TrunkHeight.no,auto.TrunkHeight.rsq,NumberOfCaterpillarsVOJTA,LOOKUP,Phill-caterpillars,Compare,NumberDeadMinesOndra,LOOKUP,Phil-deadMines,Compare,NumberLiveMinesOndra,LOOKUP,Phil-liveMines,Compare,OuterBarkTexture.smooth,OuterBarkTexture.rough,OuterBarkTexture.flaky,OuterBarkTexture.lenticels,fissures.vertical,fissures.horizontal,fissures.broad,fissures.narrow,bark.black,bark.darkbrown,bark.brown,bark.lightbrown,bark.orange,bark.yellow,bark.red,bark.pink,bark.white,bark.cream,bark.grey,bark.green,bark.OTHER,cambium.black,cambium.darkbrown,cambium.brown,cambium.lightbrown,cambium.orange,cambium.yellow,cambium.red,cambium.pink,cambium.white,cambium.cream,cambium.grey,cambium.green,cambium.OTHER,wood.black,wood.darkbrown,wood.brown,wood.lightbrown,wood.orange,wood.yellow,wood.red,wood.pink,wood.white,wood.cream,wood.grey,wood.green,SpeciesMissing,TOREMOVE,TOREMOVE.comment,Herbivory_Young_missing,Herbivory_Mature_missing,FamilyNEW14,GenusNEW14,speciesNEW14,MorphospeciesNEW,SpeciesNEW-OLD,Family-OLD,Genus-OLD,Species-OLD,SpeciesNameDiff,Herbivory Added Mature/Young
WP3D0685,WP,5.1,58.79,62.096,27-Mar-07,climber,20.35,7.4,6.74,0,0,NA,NA,0,0,0,NA,NA,NA,NA,0,0,"Baits-there is no enough trunk for B branches and Cbranches, so we have only the A trunk. DNA-All the leaves has been broken into pieces when falling with its  host plant. Also the climber has been loosing some of it,s mature leaves for the regrowth of young leaves. First ID schumanniana.",0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,0,Vitaceae,Cayratia,Cayratia schumanniana,schumanniana,0,,NA,NA,NA,0,0,0,NO,no mature and young leaves weights,0,0,27.75,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,,1,0,0,0,0,0,1,0,0,0,0,0,,1,0,1,1,0,0,1,0,1,0,0,0,no,no,chance to find further records,data ok,data ok,Vitaceae,Cayratia,schumanniana,,Cayratia schumanniana,Vitaceae,Cayratia,Cayratia schumanniana,0,0
WP3D0686,WP,12.6,58.319,60.82,27-Mar-07,tree,11.15,9.38,4.12,5,0,39.591,2.2496666667,0,18.9720995671,0,2765.383,2629.533,NA,NA,69.3,0,,1,0,0,0,0,0,0,0,1,0,0,0,125.1432616,39.591,2.249666667,125.1432615663,0,Cannabaceae,Celtis,Celtis philippensis,philippensis,0,,1,1,0,0,0,0,NO,NO,5,18.9720995671,20.53,NA,135.85,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,1,0,0,1,0,,1,1,0,0,0,0,0,0,0,0,0,1,,1,1,1,1,0,0,0,0,1,0,0,1,no,no,no,data ok,data ok,Cannabaceae,Celtis,philippensis,,Celtis philippensis,Cannabaceae,Celtis,Celtis philippensis,0,0
WP3D0687,WP,6.2,58.04,60.999,24-Mar-07,climber,23.25,7.4,6.74,8.5,0,44.761,2.109,0,21.6824920022,0,4685.861,4624.748,NA,NA,181.3,0,,0,1,0,0,0,0,0,0,0,0,0,0,107.0813475,44.32366667,1.976,107.0813475258,0,Euphorbiaceae,Omphalea,Omphalea papuana,papuana,0,,0,0,0,0,0,0,NO,NO,8.5,21.6824920022,30.65,NA,61.113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,1,,0,1,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Omphalea,papuana,,Omphalea papuana,Euphorbiaceae,Omphalea,Omphalea papuana,0,0
WP3D0688,WP,28.1,56.986,60.808,27-Mar-07,tree,10.35,15.15,7.01,28,0.2557,47.75725,1.65475,0,63.8440124339,0.6020572727,7717.411,7335.221,1328,1295,321.7,55,,1,0,0,0,0,0,0,0,5,3,28,1,85.66507802,47.75725,1.65475,85.6650780206,0,Rubiaceae,Mastixiodendron,Mastixiodendron pachyclados,pachyclados,0,,1,1,0,0,0,0,NO,NO,28.2557,63.8440124339,25.5,33,382.19,0,0,0,0,0,0,0,0,0,6,6,6,0,28,28,28,0,3,3,3,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,0,0,0,,1,1,1,1,0,1,0,0,0,0,0,0,no,no,no,data ok,data ok,Rubiaceae,Mastixiodendron,pachyclados,,Mastixiodendron pachyclados,Rubiaceae,Mastixiodendron,Mastixiodendron pachyclados,0,0
WP3D0689,WP,10.3,58.202,60.877,27-Mar-07,tree,6.15,8.19,4.65,11,0.0771,45.088,2.191,0,56.5720399579,0.1997736123,5086.216,4890.91,511.539,505.264,95.1,19.5,,1,0,0,0,0,0,0,0,0,11,25,1,175.3061723,44.87166667,2.334666667,175.3061723207,0,Meliaceae,Dysoxylum,Dysoxylum pettigrewianum,pettigrewianum,0,,0,0,0,0,0,0,NO,NO,11.0771,56.5720399579,14.34,6.275,195.306,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,25,NNN,11,11,11,0,0,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,,0,1,1,0,0,0,1,0,0,0,0,0,no,no,no,chance to find,data ok,Meliaceae,Dysoxylum,pettigrewianum,,Dysoxylum pettigrewianum,Meliaceae,Dysoxylum,Dysoxylum pettigrewianum,0,1
WP3D0690,WP,11.6,51.656,68.344,12-Feb-07,tree,9.69,10.55,4.86,7,0.0777,40.84,1.512,0,34.1372297155,0.34965,4767.862,4628.033,1632,1629,94.9,36.2,,1,0,0,0,0,0,0,0,0,0,55,1,114.772273,42.5865,1.8675,114.7722730387,0,Burseraceae,Canarium,Canarium oleosum,oleosum,0,,0,0,0,0,0,0,NO,NO,7.0777,34.1372297155,20.24,3,139.829,0,0,0,0,0,0,0,0,0,0,0,0,0,55,55,55,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,no,no,no,data ok,data ok,Burseraceae,Canarium,oleosum,,Canarium oleosum,Burseraceae,Canarium,Canarium oleosum,0,0
WP3D0691,WP,6.9,51.8,67.919,12-Feb-07,tree,6.47,3.15,3.05,2.7,0,46.4862,2.0064,0,9.4730653718,0,3238.548,3161.197,NA,NA,90.1,0,1 DNA disk was broken so leaf with 9,1,0,0,0,0,0,0,0,0,0,10,1,142.7206357,46.4862,2.0064,142.7206357099,0,Lauraceae,Litsea,Litsea timoriana,timoriana,0,,1,1,0,0,0,0,NO,NO,2.7,9.4730653718,9.62,NA,77.351,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Lauraceae,Litsea,timoriana,,Litsea timoriana,Lauraceae,Litsea,Litsea timoriana,0,0
WP3D0692,WP,5.5,51.044,68.649,12-Feb-07,tree,3.82,1.99,1.4,1,0,43.66,1.543,0,4.9855765472,0,1557.073,1530.572,NA,NA,30.7,0,,1,0,0,0,0,0,0,0,0,0,8,1,175.3061723,46.94625,1.914,175.3061723207,0,Burseraceae,Haplolobus,Haplolobus floribunda,floribunda,x,,0,0,0,0,0,0,NO,NO,1,4.9855765472,5.81,NA,26.501,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Myrtaceae,Austromyrtus,floribunda,,Austromyrtus floribunda,Myrtaceae,Austromyrtus,Austromyrtus floribunda,0,0
WP3D0693,WP,6.1,50.253,69.413,12-Feb-07,tree,5.8,2.95,3.35,2,0.1136,47.9171666667,2.0326666667,0,5.5292483599,0.2924992701,3008.304,2949.854,1433,1411,106.7,54.8,,0,0,0,0,0,1,0,0,1,0,12,0,123.6534608,47.91716667,2.032666667,123.6534608333,0,Myristicaceae,Horsfieldia,Horsfieldia basifissa,basifissa,0,,1,1,0,0,0,0,NO,NO,2.1136,5.5292483599,8.75,22,58.45,0,0,0,0,0,0,0,0,0,1,1,1,0,13,13,13,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Horsfieldia,basifissa,,Horsfieldia basifissa,Myristicaceae,Horsfieldia,Horsfieldia basifissa,0,0
WP3D0694,WP,19.9,49.688,69.616,13-Feb-07,tree,5.65,17.78,4.29,11,0.0358,46.9156666667,3.23,0,45.1730843621,0.1422,6091.449,5987.487,1433,1422,145.8,35.8,"DNA dry weight has two sample weights. 1= 235g, 2= 270g for other code.",1,0,0,0,0,0,0,0,1,0,0,1,153.8798624,46.91566667,3.23,153.8798623704,0,Gnetaceae,Gnetum,Gnetum gnemon,gnemon,0,,1,1,0,0,1,0,NO,NO,11.0358,45.1730843621,23.43,11,103.962,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Gnetaceae,Gnetum,gnemon,,Gnetum gnemon,Gnetaceae,Gnetum,Gnetum gnemon,0,0
WP3D0695,WP,43.1,51.172,73.55,13-Feb-07,tree,10.86,19.4,14.65,125.7,0,44.6,3.6275,0,449.7716013307,0,18176.017,18015.911,NA,NA,503.5,0,,1,0,0,0,0,0,0,0,7,0,5,1,186.311941,44.6,3.6275,186.3119409865,0,Achariaceae,Pangium,Pangium edule,edule,0,,1,1,0,0,0,0,NO,NO,125.7,449.7716013307,30.26,NA,160.106,0,0,0,0,0,0,0,0,0,7,7,7,0,5,5,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,,0,0,1,0,0,1,0,0,1,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,no,no,no,data ok,data ok,Achariaceae,Pangium,edule,,Pangium edule,Achariaceae,Pangium,Pangium edule,0,0
WP3D0696,WP,9.5,47.048,74.086,08-Feb-07,tree,3.26,3.45,3.63,3,0,45.449,1.973,0,15.4736563107,0,2833.018,2656.311,NA,NA,51.5,0,Very hard wood,1,0,0,0,0,0,0,0,2,0,4,1,153.8798624,44.53775,2.032,153.8798623704,0,Meliaceae,Dysoxylum,Dysoxylum papuanum,papuanum,x,,0,0,0,0,0,0,NO,NO,3,15.4736563107,6.71,NA,176.707,0,0,0,0,0,0,0,0,0,2,2,2,0,4,4,4,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,1,0,0,no,no,no,data ok,data ok,Dichapetalaceae,Dichapetalum,papuanum,,Dichapetalum papuanum,Dichapetalaceae,Dichapetalum,Dichapetalum papuanum,0,0
WP3D0697,WP,8.1,50.262,74.075,12-Feb-07,tree,2.6,3.1,3,2.5,0.0855,47.9171666667,2.0326666667,0,6.7250641593,0.2025758853,3099.884,3039.729,1421,1405,113,59.3,,0,0,0,0,0,1,0,0,0,1,45,0,90.71520271,47.91716667,2.032666667,90.7152027074,0,Myristicaceae,Horsfieldia,Horsfieldia basifissa,basifissa,0,,1,1,0,0,0,0,NO,NO,2.5855,6.7250641593,5.7,16,60.155,0,0,0,0,0,0,0,0,0,0,0,0,0,41,45,45,NNN,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Myristicaceae,Horsfieldia,basifissa,,Horsfieldia basifissa,Myristicaceae,Horsfieldia,Horsfieldia basifissa,0,0
WP3D0698,WP,6.8,54.207,69.548,12-Feb-07,tree,8.95,2.65,3.95,2.6,0,44.727,1.603,0,13.1176712565,0,3085.835,2931.295,NA,NA,58.1,0,,1,0,0,0,0,0,0,0,0,0,18,1,138.9550597,45.27066667,1.394666667,138.9550596656,0,Rosaceae,Prunus,Prunus schlechteri,schlechteri,0,,0,0,0,0,0,0,NO,NO,2.6,13.1176712565,11.6,NA,154.54,0,0,0,0,0,0,0,0,0,0,0,0,0,18,18,18,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Rosaceae,Prunus,schlechteri,,Prunus schlechteri,Rosaceae,Prunus,Prunus schlechteri,0,0
WP3D0699,WP,5,56.445,70.739,12-Feb-07,tree,2.43,3.95,2.88,3,0.114,47.9171666667,2.0326666667,0,9.2578866279,NA,3260.009,3184.713,NA,NA,103.2,NA,,0,0,0,0,0,1,0,0,1,0,23,0,138.9550597,47.91716667,2.032666667,138.9550596656,0,Myristicaceae,Horsfieldia,Horsfieldia basifissa,basifissa,0,,1,1,0,0,0,0,NO,NO,3.114,9.2578866279,6.38,NA,75.296,0,0,0,0,0,0,0,0,0,1,1,1,0,23,23,23,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,no chance to find,data ok,Myristicaceae,Horsfieldia,basifissa,,Horsfieldia basifissa,Myristicaceae,Horsfieldia,Horsfieldia basifissa,0,0
WP3D0700,WP,6.1,56.842,70.828,14-Feb-07,tree,3.66,4.75,2.92,2,0,48.3616666667,1.83,0,9.8740890688,0,3713.47,3658.35,NA,NA,74.1,0,,1,0,0,0,0,0,0,0,1,0,9,1,153.31204,48.36166667,1.83,153.31204,0,Sapindaceae,Pometia,Pometia pinnata,pinnata,0,,1,1,0,0,0,0,NO,NO,2,9.8740890688,8.41,NA,55.12,0,0,0,0,0,0,0,0,0,1,1,1,0,9,9,9,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Sapindaceae,Pometia,pinnata,,Pometia pinnata,Sapindaceae,Pometia,Pometia pinnata,0,0
WP3D0701,WP,17.3,46.495,63.75,10-Feb-07,tree,9.8,13.5,6.45,25.2,0.0693,46.91425,2.50625,0,109.5691666846,0.1820262664,8118.222,8091.596,1416,1400,186.1,53.3,,0,1,1,1,0,0,0,0,2,0,0,0,128.2332186,46.91425,2.50625,128.233218642,0,Euphorbiaceae,Pimelodendron,Pimelodendron amboinicum,amboinicum,0,,1,1,0,0,0,0,NO,NO,25.2693,109.5691666846,23.3,16,26.626,0,0,0,0,0,0,0,0,0,4,3,3,NNN,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Pimelodendron,amboinicum,,Pimelodendron amboinicum,Euphorbiaceae,Pimelodendron,Pimelodendron amboinicum,0,0
WP3D0702,WP,6.5,40.209,65.996,08-Feb-07,tree,5.42,1.5,2.7,0.5,0.1469,NA,NA,0,1.3463561644,0.4346479401,1616.653,1572.544,1585,1580,58.4,53.4,First ID: Pouteria,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,Sapotaceae,Planchonella,Planchonella xylocarpa,xylocarpa,0,,NA,NA,NA,NA,0,0,NO,NO,0.6469,1.3463561644,6.92,5,44.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Sapotaceae,Planchonella,xylocarpa,,Planchonella xylocarpa,Sapotaceae,Planchonella,Planchonella xylocarpa,0,0
WP3D0703,WP,7,45.097,66.075,08-Feb-07,tree,2,4.15,5.05,3.5,0.0625,37.3183333333,1.867,0,15.3289931507,0.2541778075,3209.888,3197.19,1523,1521,73,37.4,,0,1,1,0,0,0,0,0,0,2,5,0,128.2332186,37.27,1.79325,128.233218642,0,Moraceae,Ficus,Ficus hahliana,hahliana,0,,1,1,0,0,0,0,NO,NO,3.5625,15.3289931507,6.15,2,12.698,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,1,2,2,NNN,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Moraceae,Ficus,hahliana,,Ficus hahliana,Moraceae,Ficus,Ficus hahliana,0,0
WP3D0704,WP,28.7,40,69.29,15-Feb-07,tree,19.15,11.2,6,21.5,0.1423,45.1505,1.8835,0,77.2027158494,0.4453960168,8214.366,8201.442,1512,1493,228.4,47.7,First ID: Alstonia scholaris,0,1,0,0,0,0,0,0,1,0,0,0,176.7981397,45.1505,1.8835,176.7981397447,0,Apocynaceae,Cerbera,Cerbera floribunda,floribunda,0,,1,1,0,0,0,0,NO,NO,21.6423,77.2027158494,30.35,19,12.924,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,,0,0,0,1,0,0,0,0,1,0,0,0,,0,0,0,1,0,0,0,0,1,0,0,0,no,no,no,data ok,data ok,Apocynaceae,Cerbera,floribunda,,Cerbera floribunda,Apocynaceae,Cerbera,Cerbera floribunda,0,0
WP3D0705,WP,7.7,40.812,70.715,08-Feb-07,tree,3,4.55,6.76,8.5,0,48.531,1.38125,0,45.862592827,0,3924.078,3836.271,NA,NA,71.1,0,,1,0,0,0,0,0,0,0,1,0,3,1,113.2086181,48.531,1.38125,113.2086180926,0,Myrtaceae,Syzygium,Syzygium longipes,longipes,0,,1,1,0,0,0,0,NO,NO,8.5,45.862592827,7.55,NA,87.807,0,0,0,0,0,0,0,0,0,1,1,1,0,3,3,3,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,1,0,0,,0,1,1,0,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Myrtaceae,Syzygium,longipes,,Syzygium longipes,Myrtaceae,Syzygium,Syzygium longipes,0,0
WP3D0706,WP,6.4,41.898,71.981,08-Feb-07,tree,5.87,3.65,3.65,1.5,0,47.355,1.896,0,9.0250926966,0,3310.088,3212.933,NA,NA,53.4,0,,0,1,1,0,0,0,0,0,0,2,5,1,179.0843226,45.09025,2.6485,179.0843225862,0,Phyllanthaceae,Bridelia,Bridelia macrocarpa,macrocarpa,0,,0,0,0,0,0,0,NO,NO,1.5,9.0250926966,9.52,NA,97.155,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,0,2,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,no,no,no,data ok,data ok,Phyllanthaceae,Bridelia,macrocarpa,,Bridelia macrocarpa,Phyllanthaceae,Bridelia,Bridelia macrocarpa,0,0
WP3D0707,WP,6.1,42.661,69.93,08-Feb-07,tree,2.7,6.57,4.66,2.5,0.1338,41.205,1.722,0,9.1711533888,0.3862377734,3195.733,3085.176,1529,1452,84.1,50.3,Prev. ID M. argentata. Now changed to M. grandiflora in relation to picture and loc. Name,1,0,0,0,0,0,0,0,4,0,2,1,128.6302255,42.9825,1.6935,128.6302255108,0,Malvaceae,Microcos,Microcos argentata,argentata,0,,0,0,0,0,0,0,NO,NO,2.6338,9.1711533888,9.27,77,110.557,0,0,0,0,0,0,0,0,0,4,4,4,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,no,no,no,data ok,data ok,Malvaceae,Microcos,argentata,,Microcos argentata,Malvaceae,Microcos,Microcos argentata,0,0
WP3D0708,WP,7.9,44.186,71.502,08-Feb-07,tree,3.76,3.15,2.99,2,0,47.64,1.254,0,5.4427126623,0,3361.632,3352.711,NA,NA,123.2,0,First ID: Pouteria,0,1,0,0,0,0,0,0,0,0,0,0,83.76524766,48.2754,1.3674,83.7652476613,0,Sapotaceae,Palaquium,Palaquium morobense,morobense,0,,0,0,0,0,0,0,NO,NO,2,5.4427126623,6.91,NA,8.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1,0,,0,0,1,0,0,0,0,1,0,0,0,0,,0,1,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Sapotaceae,Palaquium,morobense,,Palaquium morobense,Sapotaceae,Palaquium,Palaquium morobense,0,0
WP3D0709,WP,9.3,44.919,70.084,08-Feb-07,tree,3.99,3.95,2.66,1.2,0,39.591,2.2496666667,0,4.9048508287,0,3018.701,2959.26,NA,NA,72.4,0,,1,0,0,0,0,0,0,0,0,0,0,1,113.8289393,39.591,2.249666667,113.8289392877,0,Cannabaceae,Celtis,Celtis philippensis,philippensis,0,,1,1,0,0,0,0,NO,NO,1.2,4.9048508287,7.94,NA,59.441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Cannabaceae,Celtis,philippensis,,Celtis philippensis,Cannabaceae,Celtis,Celtis philippensis,0,0
WP3D0710,WP,5.9,46.785,69.691,09-Feb-07,tree,4.5,5.45,3.5,4.5,0.086,49.92825,2.998,0,15.5895444331,0.2401570093,3509.946,3391.592,1496,1494,97.9,53.5,Check with the 0713 confirm same as Dysoxyllum sp. Two sp. Name on the prot. So Chisocheton was entered.,1,0,0,0,0,0,0,0,2,0,10,1,105.9886807,49.92825,2.998,105.9886807143,0,Meliaceae,Dysoxylum,Dysoxylum richardianum,richardianum,0,,1,1,0,0,0,0,NO,NO,4.586,15.5895444331,9.95,2,118.354,0,0,0,0,0,0,0,0,0,2,2,2,0,10,10,10,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,no,no,no,data ok,data ok,Meliaceae,Dysoxylum,richardianum,,Dysoxylum richardianum,Meliaceae,Dysoxylum,Dysoxylum richardianum,0,0
WP3D0711,WP,8.4,48.314,64.8,10-Feb-07,tree,3.33,5.35,5.2,4.8,0,46.91425,2.50625,0,20.5333515789,0,3309.35,3251.114,NA,NA,76,0,First ID: Dysoxylum sp.,0,1,1,1,0,0,0,0,1,0,2,1,134.4581322,46.91425,2.50625,134.4581321683,0,Euphorbiaceae,Pimelodendron,Pimelodendron amboinicum,amboinicum,0,,1,1,0,0,0,0,NO,NO,4.8,20.5333515789,8.68,NA,58.236,0,0,0,0,0,0,0,0,0,1,1,1,0,2,2,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,1,1,0,0,0,0,0,0,0,0,no,no,no,data ok,data ok,Euphorbiaceae,Pimelodendron,amboinicum,,Pimelodendron amboinicum,Euphorbiaceae,Pimelodendron,Pimelodendron amboinicum,0,0
WP3D0712,WP,14.6,49.223,65.325,09-Feb-07,tree,11.29,10.5,6.55,20,0,45.819,1.707,0,60.4340108002,0,6321.988,6155.204,NA,NA,203.7,0,Prev. ID Endiandra,1,0,0,0,0,0,0,0,13,0,60,1,117.3659967,45.65675,1.7825,117.3659967232,0,Lauraceae,Endiandra,Endiandra squarrosa,squarrosa,0,,0,0,0,0,0,0,NO,NO,20,60.4340108002,21.79,NA,166.784,0,0,0,0,0,0,0,0,0,14,14,14,0,60,60,60,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,no,no,no,data ok,chance to find,Poaceae,Eriachne,squarrosa,,Eriachne squarrosa,Lauraceae,Endiandra,Endiandra squarrosa,0,1
WP3D0713,WP,6.1,49.451,66.375,09-Feb-07,tree,3.8,5.25,3.1,5,0,49.92825,2.998,0,18.8873575712,0,5139.62,5039.147,NA,NA,133.4,0,,1,0,0,0,0,0,0,0,3,0,31,1,NA,49.92825,2.998,121.4439407108,0,Meliaceae,Dysoxylum,Dysoxylum richardianum,richardianum,0,,1,1,1,0,0,0,NO,NO,5,18.8873575712,9.05,NA,100.473,0,0,0,0,0,0,0,0,0,3,3,3,0,32,32,32,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,,0,0,1,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,1,0,0,no,no,no,data ok,chance to find,Meliaceae,Dysoxylum,richardianum,,Dysoxylum richardianum,Meliaceae,Dysoxylum,Dysoxylum richardianum,0,1
