id,plot,PLOTPLOT,sub,subplot,sample_code_tree,TreesGeorge,UniqueInter,field_code,dbh,CAT,qty,SingleINTERACTION,bin_CATERPILLAR_ID,interaction code,FAMILY,Dubious_removal,Notes- move yess,plant_family,plant_genus,plant_species,morphospecies,PLANTx,subfamily,tribe,genus,species,subspecies
931,C0081,C,2C0081,C2,YP2C0081,Sloanea_tieghemii,Sloanea_tieghemiiACL3436,CATY001,9.3,YP2C0081CATY001,1,yes,ACL3436,YP2C0081ACL3436,Geometridae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
1989,C0245,C,4C0245,C4,YP4C0245,Syzygium_hylophilum,Syzygium_hylophilumACL3436,CATY001,13.6,YP4C0245CATY001,4,no,ACL3436,YP4C0245ACL3436,Geometridae,,,Myrtaceae,Syzygium,hylophilum,,MyrtaSyzyhylo,,,,,
980,C0137,C,2C0137,C2,YP2C0137,Aglaia_rimosa,Aglaia_rimosaACL3493,CATY002,5.1,YP2C0137CATY002,1,yes,ACL3493,YP2C0137ACL3493,Tortricidae,,,Meliaceae,Aglaia,rimosa,,MeliaAglarimo,Tortricinae,,Adoxophyes,Adoxophyes sp.,
352,C0043,C,1C0043,C1,YP1C0043,Sloanea_tieghemii,Sloanea_tieghemiiACL3493,CATY001,9.0,YP1C0043CATY001,2,no,ACL3493,YP1C0043ACL3493,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,Tortricinae,,Adoxophyes,Adoxophyes sp.,
1459,C0196,C,3C0196,C3,YP3C0196,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACL3493,CATY002,17.5,YP3C0196CATY002,2,no,ACL3493,YP3C0196ACL3493,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,Tortricinae,,Adoxophyes,Adoxophyes sp.,
359,C0046,C,1C0046,C1,YP1C0046,Syzygium_decipiens,Syzygium_decipiensACL3493,CATY002,20.4,YP1C0046CATY002,1,yes,ACL3493,YP1C0046ACL3493,Tortricidae,,,Myrtaceae,Syzygium,decipiens,,MyrtaSyzydeci,Tortricinae,,Adoxophyes,Adoxophyes sp.,
1393,C0169,C,3C0169,C3,YP3C0169,Sloanea_tieghemii,Sloanea_tieghemiiACL3493,CATY002,66.2,YP3C0169CATY002,2,no,ACL3493,YP3C0169ACL3493,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,Tortricinae,,Adoxophyes,Adoxophyes sp.,
1513,C0216,C,3C0216,C3,YP3C0216,Sloanea_tieghemii,Sloanea_tieghemiiACL3540,CATY015,18.8,YP3C0216CATY015,2,no,ACL3540,YP3C0216ACL3540,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
338,C0029,C,1C0029,C1,YP1C0029,Sloanea_tieghemii,Sloanea_tieghemiiACL3540,CATY013,41.5,YP1C0029CATY013,1,no,ACL3540,YP1C0029ACL3540,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
982,C0144,C,2C0144,C2,YP2C0144,Ficus_trichocerasa,Ficus_trichocerasaACL3603,CATY001,15.5,YP2C0144CATY001,1,yes,ACL3603,YP2C0144ACL3603,Erebidae,,,Moraceae,Ficus,erythrosperma,Ficus cf.trichocerasa,MoracFicuerytFicu,,,,,
953,C0109,C,2C0109,C2,YP2C0109,Ficus_congesta,Ficus_congestaACL3603,CATY002,18.2,YP2C0109CATY002,1,yes,ACL3603,YP2C0109ACL3603,Erebidae,,,Moraceae,Ficus,congesta,,MoracFicucong,,,,,
350,C0040,C,1C0040,C1,YP1C0040,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACL3603,CATY006,31.3,YP1C0040CATY006,1,yes,ACL3603,YP1C0040ACL3603,Erebidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
2034,C0287,C,4C0287,C4,YP4C0287,Ficus_erythrosperma,Ficus_erythrospermaACL3612,CATY001,6.5,YP4C0287CATY001,2,no,ACL3612,YP4C0287ACL3612,Choreutidae,,,Moraceae,Ficus,erythrosperma,,MoracFicueryt,Choreutinae,,Choreutis,Choreutis sp.,
1962,C0235,C,4C0235,C4,YP4C0235,Trema_orientalis,Trema_orientalisACL3687,CATY007,9.2,YP4C0235CATY007,1,yes,ACL3687,YP4C0235ACL3687,Geometridae,,,Ulmaceae,Trema,orientalis,sp1,UlmacTremoriesp1,,,,,
1952,C0234,C,4C0234,C4,YP4C0234,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACL3687,CATY007,78.4,YP4C0234CATY007,1,yes,ACL3687,YP4C0234ACL3687,Geometridae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
1422,C0180,C,3C0180,C3,YP3C0180,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACL3736,CATY004,7.9,YP3C0180CATY004,3,no,ACL3736,YP3C0180ACL3736,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,Tortricinae,,Zacorisca,Zacorisca cyprantha,
1965,C0235,C,4C0235,C4,YP4C0235,Trema_orientalis,Trema_orientalisACL3736,CATY011,9.2,YP4C0235CATY011,1,yes,ACL3736,YP4C0235ACL3736,Tortricidae,,,Ulmaceae,Trema,orientalis,sp1,UlmacTremoriesp1,Tortricinae,,Zacorisca,Zacorisca cyprantha,
1458,C0196,C,3C0196,C3,YP3C0196,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACL3736,CATY002,17.5,YP3C0196CATY002,3,no,ACL3736,YP3C0196ACL3736,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,Tortricinae,,Zacorisca,Zacorisca cyprantha,
1977,C0236,C,4C0236,C4,YP4C0236,Sloanea_nymanii,Sloanea_nymaniiACL3736,CATY008,46.1,YP4C0236CATY008,1,yes,ACL3736,YP4C0236ACL3736,Tortricidae,,,Elaeocarpaceae,Sloanea,nymanii,,ElaeoSloanyma,Tortricinae,,Zacorisca,Zacorisca cyprantha,
2011,C0266,C,4C0266,C4,YP4C0266,Mischocarpus_pyriformis,Mischocarpus_pyriformisACL3783,CATY001,8.3,YP4C0266CATY001,30,no,ACL3783,YP4C0266ACL3783,Depressariidae,,,Sapindaceae,Mischocarpus,pyriformis,sp 1,SapinMiscpyrisp 1,,,,,
1465,C0196,C,3C0196,C3,YP3C0196,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACL3783,CATY004,17.5,YP3C0196CATY004,2,no,ACL3783,YP3C0196ACL3783,Depressariidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
1433,C0185,C,3C0185,C3,YP3C0185,Astronidium_acutifolium,Astronidium_acutifoliumACL3967,CATY004,12.2,YP3C0185CATY004,1,no,ACL3967,YP3C0185ACL3967,Geometridae,,,Melastomataceae,Astronidium,acutifolium,,MelasAstracut,,,,,
1963,C0235,C,4C0235,C4,YP4C0235,Trema_orientalis,Trema_orientalisACL4037,CATY007,9.2,YP4C0235CATY007,1,yes,ACL4037,YP4C0235ACL4037,Geometridae,,,Ulmaceae,Trema,orientalis,sp1,UlmacTremoriesp1,Larentiinae,,Tripteridia,,
295,C0001,C,1C0001,C1,YP1C0001,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACL4127,CATY002,18.3,YP1C0001CATY002,7,no,ACL4127,YP1C0001ACL4127,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
1994,C0249,C,4C0249,C4,YP4C0249,Melicope_denhamii,Melicope_denhamiiACL4138,CATY001,13.0,YP4C0249CATY001,4,no,ACL4138,YP4C0249ACL4138,Oecophoridae,,,Rutaceae,Melicope,denhamii,,RutacMelidenh,Oecophorinae,,Delonoma,Delonoma sp.,
956,C0110,C,2C0110,C2,YP2C0110,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3112,CATY003,5.7,YP2C0110CATY003,1,no,ACM3112,YP2C0110ACM3112,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,,,
319,C0020,C,1C0020,C1,YP1C0020,Syzygium_acuminatissimum,Syzygium_acuminatissimumACM3112,CATY001,11.5,YP1C0020CATY001,2,no,ACM3112,YP1C0020ACM3112,Tortricidae,,,Myrtaceae,Syzygium,,acuminatissima  (invalid according to IPNI) change,MyrtaSyzyacum,,,,,
325,C0020,C,1C0020,C1,YP1C0020,Syzygium_acuminatissimum,Syzygium_acuminatissimumACM3112,CATY009,11.5,YP1C0020CATY009,1,no,ACM3112,YP1C0020ACM3112,Tortricidae,,,Myrtaceae,Syzygium,,acuminatissima  (invalid according to IPNI) change,MyrtaSyzyacum,,,,,
310,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3112,CATY004,21.0,YP1C0016CATY004,4,no,ACM3112,YP1C0016ACM3112,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,,,
1500,C0216,C,3C0216,C3,YP3C0216,Sloanea_tieghemii,Sloanea_tieghemiiACM3124,CATY003,18.8,YP3C0216CATY003,10,no,ACM3124,YP3C0216ACM3124,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
1502,C0216,C,3C0216,C3,YP3C0216,Sloanea_tieghemii,Sloanea_tieghemiiACM3124,CATY004,18.8,YP3C0216CATY004,2,no,ACM3124,YP3C0216ACM3124,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
1515,C0216,C,3C0216,C3,YP3C0216,Sloanea_tieghemii,Sloanea_tieghemiiACM3124,CATY017,18.8,YP3C0216CATY017,1,no,ACM3124,YP3C0216ACM3124,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
966,C0115,C,2C0115,C2,YP2C0115,Sloanea_tieghemii,Sloanea_tieghemiiACM3124,CATY003,34.0,YP2C0115CATY003,1,no,ACM3124,YP2C0115ACM3124,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
1392,C0169,C,3C0169,C3,YP3C0169,Sloanea_tieghemii,Sloanea_tieghemiiACM3124,CATY002,66.2,YP3C0169CATY002,10,no,ACM3124,YP3C0169ACM3124,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
1401,C0169,C,3C0169,C3,YP3C0169,Sloanea_tieghemii,Sloanea_tieghemiiACM3124,CATY004,66.2,YP3C0169CATY004,12,no,ACM3124,YP3C0169ACM3124,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
1953,C0234,C,4C0234,C4,YP4C0234,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3125,CATY008,78.4,YP4C0234CATY008,2,no,ACM3125,YP4C0234ACM3125,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
344,C0033,C,1C0033,C1,YP1C0033,Sloanea_tieghemii,Sloanea_tieghemiiACM3127,CATY002,12.7,YP1C0033CATY002,1,no,ACM3127,YP1C0033ACM3127,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
1517,C0216,C,3C0216,C3,YP3C0216,Sloanea_tieghemii,Sloanea_tieghemiiACM3127,CATY019,18.8,YP3C0216CATY019,1,no,ACM3127,YP3C0216ACM3127,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
2007,C0258,C,4C0258,C4,YP4C0258,Cryptocarya_apamifolia,Cryptocarya_apamifoliaACM3127,CATY006,32.4,YP4C0258CATY006,1,yes,ACM3127,YP4C0258ACM3127,Tortricidae,,,Lauraceae,Cryptocarya,apamifolia,,LauraCrypapam,,,,,
341,C0029,C,1C0029,C1,YP1C0029,Sloanea_tieghemii,Sloanea_tieghemiiACM3127,CATY566,41.5,YP1C0029CATY566,1,no,ACM3127,YP1C0029ACM3127,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
353,C0043,C,1C0043,C1,YP1C0043,Sloanea_tieghemii,Sloanea_tieghemiiACM3136,CATY001,9.0,YP1C0043CATY001,1,yes,ACM3136,YP1C0043ACM3136,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
947,C0107,C,2C0107,C2,YP2C0107,Sloanea_tieghemii,Sloanea_tieghemiiACM3234,CATY002,6.6,YP2C0107CATY002,1,no,ACM3234,YP2C0107ACM3234,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,Tortricinae,,Adoxophyes,,
948,C0107,C,2C0107,C2,YP2C0107,Sloanea_tieghemii,Sloanea_tieghemiiACM3234,CATY002,6.6,YP2C0107CATY002,1,no,ACM3234,YP2C0107ACM3234,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,Tortricinae,,Adoxophyes,,
995,C0156,C,2C0156,C2,YP2C0156,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM3250,CATY005,39.0,YP2C0156CATY005,6,no,ACM3250,YP2C0156ACM3250,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
1981,C0240,C,4C0240,C4,YP4C0240,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3328,CATY001,7.7,YP4C0240CATY001,5,no,ACM3328,YP4C0240ACM3328,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
1453,C0194,C,3C0194,C3,YP3C0194,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3328,CATY002,8.3,YP3C0194CATY002,2,no,ACM3328,YP3C0194ACM3328,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,,,,,
297,C0001,C,1C0001,C1,YP1C0001,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM3328,CATY003,18.3,YP1C0001CATY003,5,no,ACM3328,YP1C0001ACM3328,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
981,C0141,C,2C0141,C2,YP2C0141,Saurauia_poolei,Saurauia_pooleiACM3342,CATY001,5.6,YP2C0141CATY001,1,no,ACM3342,YP2C0141ACM3342,Tortricidae,,,Actinidiaceae,Saurauia,poolei,,ActinSaurpool,Tortricinae,,,,
307,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3342,CATY002,21.0,YP1C0016CATY002,3,no,ACM3342,YP1C0016ACM3342,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Tortricinae,,,,
1992,C0245,C,4C0245,C4,YP4C0245,Syzygium_hylophilum,Syzygium_hylophilumACM3388,CATY004,13.6,YP4C0245CATY004,2,no,ACM3388,YP4C0245ACM3388,Depressariidae,,,Myrtaceae,Syzygium,hylophilum,,MyrtaSyzyhylo,Stenomatinae,,Agriophara,,
1391,C0169,C,3C0169,C3,YP3C0169,Sloanea_tieghemii,Sloanea_tieghemiiACM3419,CATY002,66.2,YP3C0169CATY002,2,no,ACM3419,YP3C0169ACM3419,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
930,C0078,C,2C0078,C2,YP2C0078,Melicope_denhamii,Melicope_denhamiiACM3509,CATY001,7.2,YP2C0078CATY001,1,no,ACM3509,YP2C0078ACM3509,Tortricidae,,,Rutaceae,Melicope,denhamii,,RutacMelidenh,,,,,
1508,C0216,C,3C0216,C3,YP3C0216,Sloanea_tieghemii,Sloanea_tieghemiiACM3510,CATY008,18.8,YP3C0216CATY008,4,no,ACM3510,YP3C0216ACM3510,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
2027,C0279,C,4C0279,C4,YP4C0279,Dicksonia_sciurus,Dicksonia_sciurusACM3602,CATY002,25.8,YP4C0279CATY002,2,no,ACM3602,YP4C0279ACM3602,Tortricidae,,,Dicksoniaceae,Dicksonia,sciurus,sp. 1,DicksDicksciusp. ,,,,,
314,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3704,CATY006,21.0,YP1C0016CATY006,3,no,ACM3704,YP1C0016ACM3704,Nolidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Nolinae,,Nola,Nola sp.,
1424,C0180,C,3C0180,C3,YP3C0180,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3711,CATY006,7.9,YP3C0180CATY006,1,yes,ACM3711,YP3C0180ACM3711,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,,,,,
1968,C0236,C,4C0236,C4,YP4C0236,Sloanea_nymanii,Sloanea_nymaniiACM3761,CATY001,46.1,YP4C0236CATY001,1,no,ACM3761,YP4C0236ACM3761,Tortricidae,,,Elaeocarpaceae,Sloanea,nymanii,,ElaeoSloanyma,,,,,
1969,C0236,C,4C0236,C4,YP4C0236,Sloanea_nymanii,Sloanea_nymaniiACM3761,CATY001,46.1,YP4C0236CATY001,1,no,ACM3761,YP4C0236ACM3761,Tortricidae,,,Elaeocarpaceae,Sloanea,nymanii,,ElaeoSloanyma,,,,,
1970,C0236,C,4C0236,C4,YP4C0236,Sloanea_nymanii,Sloanea_nymaniiACM3761,CATY001,46.1,YP4C0236CATY001,1,no,ACM3761,YP4C0236ACM3761,Tortricidae,,,Elaeocarpaceae,Sloanea,nymanii,,ElaeoSloanyma,,,,,
1971,C0236,C,4C0236,C4,YP4C0236,Sloanea_nymanii,Sloanea_nymaniiACM3761,CATY001,46.1,YP4C0236CATY001,1,no,ACM3761,YP4C0236ACM3761,Tortricidae,,,Elaeocarpaceae,Sloanea,nymanii,,ElaeoSloanyma,,,,,
1438,C0188,C,3C0188,C3,YP3C0188,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3797,CATY003,21.5,YP3C0188CATY003,2,no,ACM3797,YP3C0188ACM3797,Nolidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,Nolinae,,Nola,Nola opalina,
1384,C0167,C,3C0167,C3,YP3C0167,Aglaia_rimosa,Aglaia_rimosaACM3802,CATY003,25.2,YP3C0167CATY003,1,yes,ACM3802,YP3C0167ACM3802,Tortricidae,,,Meliaceae,Aglaia,rimosa,,MeliaAglarimo,Tortricinae,,Zacorisca,,
1999,C0255,C,4C0255,C4,YP4C0255,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3802,CATY002,29.0,YP4C0255CATY002,1,no,ACM3802,YP4C0255ACM3802,Tortricidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,Tortricinae,,Zacorisca,,
1402,C0169,C,3C0169,C3,YP3C0169,Sloanea_tieghemii,Sloanea_tieghemiiACM3802,CATY005,66.2,YP3C0169CATY005,9,no,ACM3802,YP3C0169ACM3802,Tortricidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,Tortricinae,,Zacorisca,,
1419,C0180,C,3C0180,C3,YP3C0180,Elaeocarpus_dolichodactylus,Elaeocarpus_dolichodactylusACM3873,CATY001,7.9,YP3C0180CATY001,3,no,ACM3873,YP3C0180ACM3873,Limacodidae,,,Elaeocarpaceae,Elaeocarpus,dolichodactylus,,ElaeoElaedoli,,,,,
1388,C0169,C,3C0169,C3,YP3C0169,Sloanea_tieghemii,Sloanea_tieghemiiACM3873,CATY001,66.2,YP3C0169CATY001,14,no,ACM3873,YP3C0169ACM3873,Limacodidae,,,Elaeocarpaceae,Sloanea,tieghemii,,ElaeoSloatieg,,,,,
1966,C0235,C,4C0235,C4,YP4C0235,Trema_orientalis,Trema_orientalisACM3910,CATY012,9.2,YP4C0235CATY012,1,yes,ACM3910,YP4C0235ACM3910,Erebidae,,,Ulmaceae,Trema,orientalis,sp1,UlmacTremoriesp1,Hypeninae,,Hypena,Hypena poecila,
1416,C0176,C,3C0176,C3,YP3C0176,Cyathea_contaminans,Cyathea_contaminansACM3914,CATY002,16.5,YP3C0176CATY002,9,no,ACM3914,YP3C0176ACM3914,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Sauris,,
1418,C0176,C,3C0176,C3,YP3C0176,Cyathea_contaminans,Cyathea_contaminansACM3914,CATY003,16.5,YP3C0176CATY003,2,no,ACM3914,YP3C0176ACM3914,Geometridae,,,Cyatheaceae,Cyathea,contaminans,,CyathCyatcont,Larentiinae,,Sauris,,
957,C0112,C,2C0112,C2,YP2C0112,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM3945,CATY001,7.6,YP2C0112CATY001,1,no,ACM3945,YP2C0112ACM3945,Gelechiidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
1497,C0215,C,3C0215,C3,YP3C0215,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM3945,CATY002,11.8,YP3C0215CATY002,2,no,ACM3945,YP3C0215ACM3945,Gelechiidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
1461,C0196,C,3C0196,C3,YP3C0196,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM3945,CATY003,17.5,YP3C0196CATY003,2,no,ACM3945,YP3C0196ACM3945,Gelechiidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
308,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3945,CATY003,21.0,YP1C0016CATY003,2,no,ACM3945,YP1C0016ACM3945,Gelechiidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,,,
311,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3945,CATY005,21.0,YP1C0016CATY005,1,no,ACM3945,YP1C0016ACM3945,Gelechiidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,,,
316,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM3945,CATY008,21.0,YP1C0016CATY008,2,no,ACM3945,YP1C0016ACM3945,Gelechiidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,,,,,
346,C0040,C,1C0040,C1,YP1C0040,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM3945,CATY002,31.3,YP1C0040CATY002,3,no,ACM3945,YP1C0040ACM3945,Gelechiidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,,,,,
999,C0160,C,2C0160,C2,YP2C0160,Syzygium_hylophilum,Syzygium_hylophilumACM3982,CATY005,11.7,YP2C0160CATY005,2,no,ACM3982,YP2C0160ACM3982,Gelechiidae,,,Myrtaceae,Syzygium,hylophilum,,MyrtaSyzyhylo,,,,,
363,C0052,C,1C0052,C1,YP1C0052,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM4173,CATY001,12.5,YP1C0052CATY001,94,no,ACM4173,YP1C0052ACM4173,Erebidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
364,C0052,C,1C0052,C1,YP1C0052,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM4173,CATY002,12.5,YP1C0052CATY002,12,no,ACM4173,YP1C0052ACM4173,Erebidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
365,C0052,C,1C0052,C1,YP1C0052,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM4173,CATY003,12.5,YP1C0052CATY003,2,no,ACM4173,YP1C0052ACM4173,Erebidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
366,C0052,C,1C0052,C1,YP1C0052,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM4173,CATY005,12.5,YP1C0052CATY005,3,no,ACM4173,YP1C0052ACM4173,Erebidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
302,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM4173,CATY001,21.0,YP1C0016CATY001,1,no,ACM4173,YP1C0016ACM4173,Erebidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
304,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM4173,CATY002,21.0,YP1C0016CATY002,1,no,ACM4173,YP1C0016ACM4173,Erebidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
312,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM4173,CATY005,21.0,YP1C0016CATY005,613,no,ACM4173,YP1C0016ACM4173,Erebidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
315,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM4173,CATY007,21.0,YP1C0016CATY007,2,no,ACM4173,YP1C0016ACM4173,Erebidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
371,C0055,C,1C0055,C1,YP1C0055,Elaeocarpus_dolichostylus,Elaeocarpus_dolichostylusACM4173,CATY007,37.4,YP1C0055CATY007,345,no,ACM4173,YP1C0055ACM4173,Erebidae,,,Elaeocarpaceae,Elaeocarpus,dolichostylus,,ElaeoElaedoli,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
302,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM4174,CATY001,21.0,YP1C0016CATY001,1,no,ACM4174,YP1C0016ACM4174,Erebidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
304,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM4174,CATY002,21.0,YP1C0016CATY002,1,no,ACM4174,YP1C0016ACM4174,Erebidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
312,C0016,C,1C0016,C1,YP1C0016,Elaeocarpus_sphaericus,Elaeocarpus_sphaericusACM4174,CATY005,21.0,YP1C0016CATY005,614,no,ACM4174,YP1C0016ACM4174,Erebidae,,,Elaeocarpaceae,Elaeocarpus,sphaericus,,ElaeoElaespha,Lymantriinae,Leucomini,Leucoma,Leucoma sp.,
