sample_code,PLOT,PLOT,HABITAT,PLOT_CODE,obs_id,proj_code,sp_code,obs_date,plant family,plant genus,plant species,code,INTERACTION,morphspecies,ordo,insect family,insect genus,insect species,qty
WP4E0849,E0849,E,PRIMARY,EP,220993,W-CATS,TORT071,10/29/2010,Rubiaceae,Neonauclea,obversifolia,Neonobve,NeonobveTORT071,11.9,Lepidoptera,Immidae,Moca,congrualis,1
WP4E0849,E0849,E,PRIMARY,EP,226340,W-CATS,TORT071,10/29/2010,Rubiaceae,Neonauclea,obversifolia,Neonobve,NeonobveTORT071,11.9,Lepidoptera,Immidae,Moca,congrualis,1
WP4E2661,E2661,E,PRIMARY,EP,247154,W-CATS,GELE018,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloGELE018,,Lepidoptera,Gelechiidae,,,1
WP4E2661,E2661,E,PRIMARY,EP,221184,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,221180,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,220990,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,221076,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,220984,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,221047,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,220997,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,221181,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,221080,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,221060,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,221246,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,237724,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,221014,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2661,E2661,E,PRIMARY,EP,221007,W-CATS,XXXX048,10/26/2010,Euphorbiaceae,Mallotus,oblongifolius,Malloblo,MallobloXXXX048,,Lepidoptera,Gelechiidae,Dichomeris,ochreoviridella,1
WP4E2664,E2664,E,PRIMARY,EP,228483,W-CATS,GRAC002,10/26/2010,Urticaceae,Elatostema,novo-guineense,Elatnovo,ElatnovoGRAC002,,Lepidoptera,Elachistidae,Zaratha,,1
WP4E2676,E2676,E,PRIMARY,EP,225971,W-CATS,NYMP017,10/26/2010,Acanthaceae,Lepidagathis,royenii,Lepiroye,LepiroyeNYMP017,,Lepidoptera,Nymphalidae,Yoma,algina,1
WP4E2682,E2682,E,PRIMARY,EP,225922,W-CATS,LYMA035,10/27/2010,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamLYMA035,,Lepidoptera,Arctiidae,Chamaita,metamelaena,1
WP4E2682,E2682,E,PRIMARY,EP,221058,W-CATS,THYR027,10/27/2010,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamTHYR027,,Lepidoptera,Thyrididae,,,1
WP4E2682,E2682,E,PRIMARY,EP,221241,W-CATS,THYR027,10/27/2010,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamTHYR027,,Lepidoptera,Thyrididae,,,1
WP4E2682,E2682,E,PRIMARY,EP,221677,W-CATS,THYR027,10/27/2010,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamTHYR027,,Lepidoptera,Thyrididae,,,1
WP4E2682,E2682,E,PRIMARY,EP,221176,W-CATS,THYR027,10/27/2010,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamTHYR027,,Lepidoptera,Thyrididae,,,1
WP4E2682,E2682,E,PRIMARY,EP,221252,W-CATS,THYR027,10/27/2010,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamTHYR027,,Lepidoptera,Thyrididae,,,1
WP4E2682,E2682,E,PRIMARY,EP,221195,W-CATS,THYR027,10/27/2010,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamTHYR027,,Lepidoptera,Thyrididae,,,1
WP4E2685,E2685,E,PRIMARY,EP,237457,W-CATS,TORT065,10/27/2010,Euphorbiaceae,Pimelodendron,amboinicum,Pimeambo,PimeamboTORT065,,Lepidoptera,Tortricidae,Heleanna,,1
WP4E2688,E2688,E,PRIMARY,EP,225962,W-CATS,CRAM116,10/27/2010,Moraceae,Ficus,hahliana,Ficuhahl,FicuhahlCRAM116,,Lepidoptera,Crambidae,,,1
WP4E2690,E2690,E,PRIMARY,EP,226504,W-CATS,GEOM051,10/27/2010,Myrtaceae,Syzygium,longipes,Syzylong,SyzylongGEOM051,,Lepidoptera,Geometridae,Scopula,amala,1
WP4E2698,E2698,E,PRIMARY,EP,231646,W-CATS,XXXX123,11/1/2010,Celastraceae,Salacia,chinensis,Salachin,SalachinXXXX123,,Lepidoptera,Tortricidae,,,1
WP5A0997,A0997,A,PRIMARY,AP,237467,W-CATS,TORT195,10/2/2011,Cannabaceae,Celtis,latifolia,Celtlati,CeltlatiTORT195,11.1,Lepidoptera,Tortricidae,,,1
WP5A1051,A1051,A,PRIMARY,AP,234130,W-CATS,NOCT098,10/4/2010,Lamiaceae,Teijsmanniodendron,bogoriense,Teijbogo,TeijbogoNOCT098,64.9,Lepidoptera,Noctuidae,Tamba,magniplaga,1
WP5A1051,A1051,A,PRIMARY,AP,228637,W-CATS,TORT051,10/4/2011,Lamiaceae,Teijsmanniodendron,bogoriense,Teijbogo,TeijbogoTORT051,64.9,Lepidoptera,Tortricidae,Homona,phanaea,1
WP5A1052,A1052,A,PRIMARY,AP,234122,W-CATS,GEOM023,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM023,,Lepidoptera,Geometridae,Hypomecis,infaustaria,1
WP5A1052,A1052,A,PRIMARY,AP,242872,W-CATS,GEOM023,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM023,,Lepidoptera,Geometridae,Hypomecis,infaustaria,1
WP5A1052,A1052,A,PRIMARY,AP,242791,W-CATS,GEOM134,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM134,,Lepidoptera,Geometridae,Paradromulia,lignifascia,1
WP5A1052,A1052,A,PRIMARY,AP,228398,W-CATS,GEOM134,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM134,,Lepidoptera,Geometridae,Paradromulia,lignifascia,1
WP5A1052,A1052,A,PRIMARY,AP,228396,W-CATS,GEOM134,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM134,,Lepidoptera,Geometridae,Paradromulia,lignifascia,1
WP5A1052,A1052,A,PRIMARY,AP,228394,W-CATS,GEOM134,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM134,,Lepidoptera,Geometridae,Paradromulia,lignifascia,1
WP5A1052,A1052,A,PRIMARY,AP,242830,W-CATS,GEOM134,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM134,,Lepidoptera,Geometridae,Paradromulia,lignifascia,1
WP5A1052,A1052,A,PRIMARY,AP,228397,W-CATS,GEOM134,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM134,,Lepidoptera,Geometridae,Paradromulia,lignifascia,1
WP5A1052,A1052,A,PRIMARY,AP,245673,W-CATS,GEOM134,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM134,,Lepidoptera,Geometridae,Paradromulia,lignifascia,1
WP5A1052,A1052,A,PRIMARY,AP,243019,W-CATS,GEOM134,10/4/2010,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM134,,Lepidoptera,Geometridae,Paradromulia,lignifascia,1
WP5A1052,A1052,A,PRIMARY,AP,233178,W-CATS,GEOM145,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemGEOM145,,Lepidoptera,Geometridae,,,1
WP5A1052,A1052,A,PRIMARY,AP,247097,W-CATS,LIMA033,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemLIMA033,,Lepidoptera,Limacodidae,,,1
WP5A1052,A1052,A,PRIMARY,AP,232318,W-CATS,LYMA067,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemLYMA067,,Lepidoptera,Lymantriidae,,,1
WP5A1052,A1052,A,PRIMARY,AP,242817,W-CATS,LYMA067,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemLYMA067,,Lepidoptera,Lymantriidae,,,1
WP5A1052,A1052,A,PRIMARY,AP,235780,W-CATS,PYRA023,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemPYRA023,,Lepidoptera,Geometridae,Derambila,stigicosta,1
WP5A1052,A1052,A,PRIMARY,AP,234120,W-CATS,TORT051,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemTORT051,,Lepidoptera,Tortricidae,Homona,phanaea,1
WP5A1052,A1052,A,PRIMARY,AP,242924,W-CATS,TORT051,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemTORT051,,Lepidoptera,Tortricidae,Homona,phanaea,1
WP5A1052,A1052,A,PRIMARY,AP,242822,W-CATS,TORT051,10/4/2011,Gnetaceae,Gnetum,gnemonoides,Gnetgnem,GnetgnemTORT051,,Lepidoptera,Tortricidae,Homona,phanaea,1
WP5A1057,A1057,A,PRIMARY,AP,237441,W-CATS,CRAM037,11/3/2011,Gnetaceae,Gnetum,gnemon,Gnetgnem,GnetgnemCRAM037,11.7,Lepidoptera,Crambidae,Parotis,suralis,1
WP5A1057,A1057,A,PRIMARY,AP,228652,W-CATS,TORT122,10/2/2011,Gnetaceae,Gnetum,gnemon,Gnetgnem,GnetgnemTORT122,11.7,Lepidoptera,Immidae,Imma,,1
WP5A1057,A1057,A,PRIMARY,AP,242821,W-CATS,TORT122,10/2/2011,Gnetaceae,Gnetum,gnemon,Gnetgnem,GnetgnemTORT122,11.7,Lepidoptera,Immidae,Imma,,1
WP5A1057,A1057,A,PRIMARY,AP,228651,W-CATS,TORT122,10/22/2011,Gnetaceae,Gnetum,gnemon,Gnetgnem,GnetgnemTORT122,11.7,Lepidoptera,Immidae,Imma,,1
WP5A1060,A1060,A,PRIMARY,AP,233650,W-CATS,TORT071,10/14/2010,Gnetaceae,Gnetum,gnemon,Gnetgnem,GnetgnemTORT071,11.3,Lepidoptera,Immidae,Moca,congrualis,1
WP5A1060,A1060,A,PRIMARY,AP,228650,W-CATS,TORT122,10/14/2011,Gnetaceae,Gnetum,gnemon,Gnetgnem,GnetgnemTORT122,11.3,Lepidoptera,Immidae,Imma,,1
WP5A1065,A1065,A,PRIMARY,AP,228447,W-CATS,GEOM122,10/14/2011,Putranjivaceae,Drypetes,lasiogynoides,Dryplasi,DryplasiGEOM122,22.2,Lepidoptera,Geometridae,Chrysochloroma,,1
WP5A1065,A1065,A,PRIMARY,AP,247147,W-CATS,XXXX242,10/14/2011,Putranjivaceae,Drypetes,lasiogynoides,Dryplasi,DryplasiXXXX242,22.2,Lepidoptera,,,,1
WP5A1065,A1065,A,PRIMARY,AP,246917,W-CATS,XXXX242,10/14/2011,Putranjivaceae,Drypetes,lasiogynoides,Dryplasi,DryplasiXXXX242,22.2,Lepidoptera,,,,1
WP5A1071,A1071,A,PRIMARY,AP,226897,W-CATS,ARCT014,11/3/2011,Cannabaceae,Celtis,latifolia,Celtlati,CeltlatiARCT014,41.1,Lepidoptera,Arctiidae,Trischalis,iridescens,1
WP5A1071,A1071,A,PRIMARY,AP,237770,W-CATS,NOTO001,11/3/2011,Cannabaceae,Celtis,latifolia,Celtlati,CeltlatiNOTO001,41.1,Lepidoptera,Lymantriidae,Neorgia,,1
WP5A1073,A1073,A,PRIMARY,AP,228403,W-CATS,CRAM100,11/3/2011,Loganiaceae,Strychnos,minor,Strymino,StryminoCRAM100,,Lepidoptera,Crambidae,Syngamia,ampliatalis,1
WP5A1073,A1073,A,PRIMARY,AP,228402,W-CATS,CRAM100,11/3/2011,Loganiaceae,Strychnos,minor,Strymino,StryminoCRAM100,,Lepidoptera,Crambidae,Syngamia,ampliatalis,1
WP5A1076,A1076,A,PRIMARY,AP,233170,W-CATS,CRAM037,11/3/2011,Rubiaceae,Mastixiodendron,pachyclados,Mastpach,MastpachCRAM037,32,Lepidoptera,Crambidae,Parotis,suralis,1
WP5A1105,A1105,A,PRIMARY,AP,234158,W-CATS,PYRA019,9/30/2011,Lamiaceae,Teijsmanniodendron,bogoriense,Teijbogo,TeijbogoPYRA019,6.4,Lepidoptera,Crambidae,Pycnarmon,glaucias,1
WP5A1105,A1105,A,PRIMARY,AP,235775,W-CATS,PYRA019,9/30/2011,Lamiaceae,Teijsmanniodendron,bogoriense,Teijbogo,TeijbogoPYRA019,6.4,Lepidoptera,Crambidae,Pycnarmon,glaucias,1
WP5A1105,A1105,A,PRIMARY,AP,234168,W-CATS,PYRA019,9/30/2011,Lamiaceae,Teijsmanniodendron,bogoriense,Teijbogo,TeijbogoPYRA019,6.4,Lepidoptera,Crambidae,Pycnarmon,glaucias,1
WP5A1109,A1109,A,PRIMARY,AP,235776,W-CATS,PYRA019,9/30/2011,Rhamnaceae,Ziziphus,angustifolia,Ziziangu,ZizianguPYRA019,21,Lepidoptera,Crambidae,Pycnarmon,glaucias,1
WP5A1347,A1347,A,PRIMARY,AP,226532,W-CATS,LYMA035,9/30/2011,Euphorbiaceae,Mallotus,peltatus,Mallpelt,MallpeltLYMA035,5,Lepidoptera,Arctiidae,Chamaita,metamelaena,1
WP5A1347,A1347,A,PRIMARY,AP,225973,W-CATS,URAN015,9/30/2011,Euphorbiaceae,Mallotus,peltatus,Mallpelt,MallpeltURAN015,5,Lepidoptera,Uraniidae,Alcidis,agathrysus,1
WP5A3570,A3570,A,PRIMARY,AP,228425,W-CATS,ARCT011,9/7/2011,Lauraceae,Cryptocarya,caloneura,Crypcalo,CrypcaloARCT011,,Lepidoptera,Arctiidae,Trichalis,aereoplagiata,1
WP5A3573,A3573,A,PRIMARY,AP,247168,W-CATS,LYMA003,9/27/2011,Euphorbiaceae,Pimelodendron,amboinicum,Pimeambo,PimeamboLYMA003,,Lepidoptera,Lymantriidae,Euproctis,,1
WP5A3574,A3574,A,PRIMARY,AP,232718,W-CATS,GEOM079,9/27/2011,Urticaceae,Elatostema,integrifolium,Elatinte,ElatinteGEOM079,,Lepidoptera,Geometridae,Hyposidra,,1
WP5A3577,A3577,A,PRIMARY,AP,229078,W-CATS,THYR008,9/27/2011,Meliaceae,Chisocheton,ceramicus,Chiscera,ChisceraTHYR008,,Lepidoptera,Thyrididae,Calindoea,dorilusalis,1
WP5A3580,A3580,A,PRIMARY,AP,237712,W-CATS,TORT044,9/7/2011,Rubiaceae,Randia,decora,Randdeco,RanddecoTORT044,,Lepidoptera,Tortricidae,Adoxophyes,,1
WP5A3584,A3584,A,PRIMARY,AP,245573,W-CATS,CHOR002,9/27/2010,Fabaceae,Maniltoa,plurijuga,Maniplur,ManiplurCHOR002,,Lepidoptera,Choreutidae,Brenthia,salaconia,1
WP5A3590,A3590,A,PRIMARY,AP,232618,W-CATS,TORT151,9/27/2011,Fabaceae,Maniltoa,megalocephala,Manimega,ManimegaTORT151,,Lepidoptera,Nolidae,,,1
WP5A3597,A3597,A,PRIMARY,AP,232645,W-CATS,TORT039,9/27/2011,Connaraceae,Rourea,minor,Rourmino,RourminoTORT039,,Lepidoptera,Tortricidae,Xenothictis,gnetivora,1
WP5A3599,A3599,A,PRIMARY,AP,228420,W-CATS,THYR027,4/28/2011,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamTHYR027,,Lepidoptera,Thyrididae,,,1
WP5A3599,A3599,A,PRIMARY,AP,228350,W-CATS,THYR027,9/28/2011,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamTHYR027,,Lepidoptera,Thyrididae,,,1
WP5A3599,A3599,A,PRIMARY,AP,228421,W-CATS,THYR027,4/28/2011,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamTHYR027,,Lepidoptera,Thyrididae,,,1
WP5A3600,A3600,A,PRIMARY,AP,237703,W-CATS,PYRA023,9/28/2011,Clusiaceae,Garcinia,dulcis,Garcdulc,GarcdulcPYRA023,,Lepidoptera,Geometridae,Derambila,stigicosta,1
WP5A3601,A3601,A,PRIMARY,AP,234142,W-CATS,LYMA073,9/8/2011,Euphorbiaceae,Mallotus,peltatus,Mallpelt,MallpeltLYMA073,,Lepidoptera,Arctiidae,Chamaita,,1
WP5A3602,A3602,A,PRIMARY,AP,232295,W-CATS,GEOM012,9/28/2011,Myristicaceae,Gymnacranthera,paniculata,Gymnpani,GymnpaniGEOM012,,Lepidoptera,Geometridae,Hyposidra,incomptaria,1
WP5A3606,A3606,A,PRIMARY,AP,235019,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,235017,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,225972,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,235015,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,227898,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,237855,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,235018,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,235016,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,235014,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,227899,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5A3606,A3606,A,PRIMARY,AP,227897,W-CATS,PYRA046,10/3/2011,Aspleniaceae,Asplenium,nidus,Asplnidu,AsplniduPYRA046,,Lepidoptera,Crambidae,Perimeceta,,1
WP5B1079,B1079,B,PRIMARY,BP,233986,W-CATS,TORT122,10/10/2011,Gnetaceae,Gnetum,gnemon,Gnetgnem,GnetgnemTORT122,9.5,Lepidoptera,Immidae,Imma,,1
WP5B1083,B1083,B,PRIMARY,BP,247081,W-CATS,ARCT015,10/10/2011,Arecaceae,Licuala,beccariana,Licubecc,LicubeccARCT015,5.5,Lepidoptera,Arctiidae,Lambula,transcripta,1
WP5B1083,B1083,B,PRIMARY,BP,237772,W-CATS,LYMA007,10/10/2011,Arecaceae,Licuala,beccariana,Licubecc,LicubeccLYMA007,5.5,Lepidoptera,Lymantriidae,Arctornis,intacta,1
WP5B1083,B1083,B,PRIMARY,BP,237764,W-CATS,TORT138,10/30/2011,Arecaceae,Licuala,beccariana,Licubecc,LicubeccTORT138,5.5,Lepidoptera,Pyralidae,Tirathaba,ruptilinea,1
WP5B1083,B1083,B,PRIMARY,BP,237767,W-CATS,TORT138,10/30/2011,Arecaceae,Licuala,beccariana,Licubecc,LicubeccTORT138,5.5,Lepidoptera,Pyralidae,Tirathaba,ruptilinea,1
WP5B1083,B1083,B,PRIMARY,BP,237765,W-CATS,TORT138,10/10/2011,Arecaceae,Licuala,beccariana,Licubecc,LicubeccTORT138,5.5,Lepidoptera,Pyralidae,Tirathaba,ruptilinea,1
WP5B1086,B1086,B,PRIMARY,BP,228395,W-CATS,GEOM134,10/16/2011,Moraceae,Ficus,virens,Ficuvire,FicuvireGEOM134,99.8,Lepidoptera,Geometridae,Paradromulia,lignifascia,1
WP5B1086,B1086,B,PRIMARY,BP,229108,W-CATS,PYRA044,10/16/2011,Moraceae,Ficus,virens,Ficuvire,FicuvirePYRA044,99.8,Lepidoptera,Crambidae,Glyphodes,canthusalis,1
WP5B1086,B1086,B,PRIMARY,BP,234779,W-CATS,PYRA044,10/16/2011,Moraceae,Ficus,virens,Ficuvire,FicuvirePYRA044,99.8,Lepidoptera,Crambidae,Glyphodes,canthusalis,1
WP5B1088,B1088,B,PRIMARY,BP,234125,W-CATS,GEOM021,10/9/2011,Myristicaceae,Horsfieldia,basifissa,Horsbasi,HorsbasiGEOM021,11.4,Lepidoptera,Geometridae,Cleora,repetita,1
WP5B1088,B1088,B,PRIMARY,BP,228445,W-CATS,GEOM104,10/9/2011,Myristicaceae,Horsfieldia,basifissa,Horsbasi,HorsbasiGEOM104,11.4,Lepidoptera,Geometridae,Perixera,ceramis,1
WP5B1088,B1088,B,PRIMARY,BP,245754,W-CATS,GEOM104,10/9/2011,Myristicaceae,Horsfieldia,basifissa,Horsbasi,HorsbasiGEOM104,11.4,Lepidoptera,Geometridae,Perixera,ceramis,1
WP5B1088,B1088,B,PRIMARY,BP,228446,W-CATS,GEOM104,10/9/2011,Myristicaceae,Horsfieldia,basifissa,Horsbasi,HorsbasiGEOM104,11.4,Lepidoptera,Geometridae,Perixera,ceramis,1
WP5B1092,B1092,B,PRIMARY,BP,237720,W-CATS,TORT051,10/9/2011,Salicaceae,Erythrospermum,candidum,Erytcand,ErytcandTORT051,23,Lepidoptera,Tortricidae,Homona,phanaea,1
WP5B1113,B1113,B,PRIMARY,BP,228633,W-CATS,CRAM057,10/10/2011,Oleaceae,Chionanthus,brassii,Chiobras,ChiobrasCRAM057,15.4,Lepidoptera,Crambidae,Cotachena,fuscimarginalis,1
WP5B1113,B1113,B,PRIMARY,BP,228440,W-CATS,LYMA075,10/10/2011,Oleaceae,Chionanthus,brassii,Chiobras,ChiobrasLYMA075,15.4,Lepidoptera,Lymantriidae,,,1
WP5B1116,B1116,B,PRIMARY,BP,232605,W-CATS,LYMA035,10/7/2011,Euphorbiaceae,Mallotus,peltatus,Mallpelt,MallpeltLYMA035,6.3,Lepidoptera,Arctiidae,Chamaita,metamelaena,1
WP5B1121,B1121,B,PRIMARY,BP,237110,W-CATS,GEOM021,10/11/2011,Annonaceae,Polyalthia,glauca,Polyglau,PolyglauGEOM021,24.2,Lepidoptera,Geometridae,Cleora,repetita,1
WP5B1121,B1121,B,PRIMARY,BP,233259,W-CATS,TORT064,10/11/2010,Annonaceae,Polyalthia,glauca,Polyglau,PolyglauTORT064,24.2,Lepidoptera,Tortricidae,Gatesclarkeana,pachnodes,1
WP5B1122,B1122,B,PRIMARY,BP,228389,W-CATS,XXXX125,10/10/2011,Rubiaceae,Neonauclea,obversifolia,Neonobve,NeonobveXXXX125,22,Lepidoptera,Cosmopterigidae,Syntomaula,,1
WP5B1123,B1123,B,PRIMARY,BP,247109,W-CATS,ELAC018,10/7/2011,Phyllanthaceae,Phyllanthus,clamboides,Phylclam,PhylclamELAC018,6.3,Lepidoptera,Elachistidae,,,1
WP5B1129,B1129,B,PRIMARY,BP,234163,W-CATS,TORT086,10/11/2011,Pandaceae,Galearia,celebica,Galecele,GaleceleTORT086,32.9,Lepidoptera,Tortricidae,Homona,auriga,1
WP5B1130,B1130,B,PRIMARY,BP,228444,W-CATS,TORT085,10/11/2011,Polygalaceae,Xanthophyllum,papuanum,Xantpapu,XantpapuTORT085,32,Lepidoptera,Tortricidae,Homona,aestivana,1
WP5B1133,B1133,B,PRIMARY,BP,227392,W-CATS,PYRA056,10/9/2011,Myristicaceae,Horsfieldia,basifissa,Horsbasi,HorsbasiPYRA056,8.6,Lepidoptera,Pyralidae,,,1
WP5B3607,B3607,B,PRIMARY,BP,234772,W-CATS,CRAM057,10/5/2011,Cannabaceae,Celtis,latifolia,Celtlati,CeltlatiCRAM057,,Lepidoptera,Crambidae,Cotachena,fuscimarginalis,1
WP5B3607,B3607,B,PRIMARY,BP,234167,W-CATS,CRAM057,10/5/2011,Cannabaceae,Celtis,latifolia,Celtlati,CeltlatiCRAM057,,Lepidoptera,Crambidae,Cotachena,fuscimarginalis,1
WP5B3607,B3607,B,PRIMARY,BP,242973,W-CATS,CRAM057,10/5/2011,Cannabaceae,Celtis,latifolia,Celtlati,CeltlatiCRAM057,,Lepidoptera,Crambidae,Cotachena,fuscimarginalis,1
WP5B3607,B3607,B,PRIMARY,BP,228634,W-CATS,CRAM057,10/5/2011,Cannabaceae,Celtis,latifolia,Celtlati,CeltlatiCRAM057,,Lepidoptera,Crambidae,Cotachena,fuscimarginalis,1
WP5B3607,B3607,B,PRIMARY,BP,245717,W-CATS,CRAM057,10/5/2011,Cannabaceae,Celtis,latifolia,Celtlati,CeltlatiCRAM057,,Lepidoptera,Crambidae,Cotachena,fuscimarginalis,1
